Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
neuron apoptotic process (GO:0051402),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
nucleotide metabolic process (GO:0009117),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
positive regulation of actin cytoskeleton reorganization (GO:2000251),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
protein deacylation (GO:0035601),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
protein insertion into mitochondrial membrane (GO:0051204),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
regulation of bicellular tight junction assembly (GO:2000810),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
regulation of double-strand break repair via nonhomologous end joining (GO:2001032),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
regulation of lipid catabolic process (GO:0050994),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
regulation of postsynapse organization (GO:0099175),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
stress granule assembly (GO:0034063),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),19269,19,99,1,0.09761793554413825,0.09327441524485192,1.0
protein-DNA complex assembly (GO:0065004),19269,100,99,2,0.5137786081270435,0.09363009320656134,1.0
negative regulation of transcription by RNA polymerase II (GO:0000122),19269,610,99,6,3.134049509574965,0.09419161548907015,1.0
defense response to symbiont (GO:0140546),19269,101,99,2,0.5189163942083138,0.0952135412016089,1.0
apoptotic process (GO:0006915),19269,212,99,3,1.089210649229332,0.09593642305353954,1.0
organelle assembly (GO:0070925),19269,339,99,4,1.7417094815506773,0.09728995343437508,1.0
actin nucleation (GO:0045010),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
lipid droplet organization (GO:0034389),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
lymphocyte proliferation (GO:0046651),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
negative regulation of double-strand break repair (GO:2000780),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
negative regulation of phosphoprotein phosphatase activity (GO:0032515),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
positive regulation of DNA recombination (GO:0045911),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
purine nucleotide metabolic process (GO:0006163),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
regulation of viral release from host cell (GO:1902186),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
response to amino acid (GO:0043200),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
retinol metabolic process (GO:0042572),19269,20,99,1,0.10275572162540869,0.0979375753950213,1.0
cellular response to lectin (GO:1990858),19269,103,99,2,0.5291919663708547,0.09840354171623059,1.0
stimulatory C-type lectin receptor signaling pathway (GO:0002223),19269,103,99,2,0.5291919663708547,0.09840354171623059,1.0
Fc-epsilon receptor signaling pathway (GO:0038095),19269,105,99,2,0.5394675385333957,0.10162355775673189,1.0
Golgi organization (GO:0007030),19269,105,99,2,0.5394675385333957,0.10162355775673189,1.0
axon extension (GO:0048675),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
cellular response to amino acid stimulus (GO:0071230),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
female gonad development (GO:0008585),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
long-chain fatty-acyl-CoA metabolic process (GO:0035336),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
nucleobase-containing small molecule interconversion (GO:0015949),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
regulation of ubiquitin protein ligase activity (GO:1904666),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
sterol transport (GO:0015918),19269,21,99,1,0.10789350770667912,0.10257699458749323,1.0
Fc receptor signaling pathway (GO:0038093),19269,106,99,2,0.544605324614666,0.1032445288798675,1.0
innate immune response activating cell surface receptor signaling pathway (GO:0002220),19269,106,99,2,0.544605324614666,0.1032445288798675,1.0
negative regulation of cyclin-dependent protein kinase activity (GO:1904030),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
negative regulation of lipid metabolic process (GO:0045833),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
negative regulation of phosphate metabolic process (GO:0045936),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
positive regulation of histone methylation (GO:0031062),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
positive regulation of viral life cycle (GO:1903902),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
regulation of cellular pH (GO:0030641),19269,22,99,1,0.11303129378794954,0.10719279246445902,1.0
tumor necrosis factor-mediated signaling pathway (GO:0033209),19269,109,99,2,0.5600186828584773,0.10814991312371446,1.0
anterograde trans-synaptic signaling (GO:0098916),19269,225,99,3,1.1560018682858477,0.10960221649815917,1.0
defense response to virus (GO:0051607),19269,110,99,2,0.5651564689397478,0.10979882004699341,1.0
plasma membrane bounded cell projection organization (GO:0120036),19269,111,99,2,0.5702942550210183,0.11145442972518617,1.0
actin filament polymerization (GO:0030041),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
DNA geometric change (GO:0032392),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
maturation of LSU-rRNA (GO:0000470),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
negative regulation of cell junction assembly (GO:1901889),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
positive regulation of gene silencing by miRNA (GO:2000637),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
positive regulation of morphogenesis of an epithelium (GO:1905332),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
presynaptic endocytosis (GO:0140238),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
response to gamma radiation (GO:0010332),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
response to hexose (GO:0009746),19269,23,99,1,0.11816907986922,0.1117850880713598,1.0
DNA-dependent DNA replication (GO:0006261),19269,113,99,2,0.5805698271835591,0.11478531597066309,1.0
glial cell development (GO:0021782),19269,24,99,1,0.12330686595049042,0.11635399985983189,1.0
negative regulation of cell development (GO:0010721),19269,24,99,1,0.12330686595049042,0.11635399985983189,1.0
negative regulation of signaling (GO:0023057),19269,24,99,1,0.12330686595049042,0.11635399985983189,1.0
positive regulation of release of cytochrome c from mitochondria (GO:0090200),19269,24,99,1,0.12330686595049042,0.11635399985983189,1.0
stress-activated protein kinase signaling cascade (GO:0031098),19269,24,99,1,0.12330686595049042,0.11635399985983189,1.0
regulation of apoptotic process (GO:0042981),19269,654,99,6,3.3601120971508642,0.1203940683508579,1.0
carbohydrate derivative biosynthetic process (GO:1901137),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
chaperone cofactor-dependent protein refolding (GO:0051085),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
fat-soluble vitamin metabolic process (GO:0006775),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
GPI anchor metabolic process (GO:0006505),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
mitotic G2 DNA damage checkpoint signaling (GO:0007095),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
natural killer cell activation (GO:0030101),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
proteoglycan metabolic process (GO:0006029),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
purine nucleoside bisphosphate metabolic process (GO:0034032),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
regulation of protein localization to membrane (GO:1905475),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
regulation of viral life cycle (GO:1903900),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
retinoic acid metabolic process (GO:0042573),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
ribonucleoside bisphosphate metabolic process (GO:0033875),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
transcription by RNA polymerase III (GO:0006383),19269,25,99,1,0.12844465203176086,0.12089964569063873,1.0
cellular response to hypoxia (GO:0071456),19269,117,99,2,0.6011209715086409,0.1215227185615868,1.0
phosphatidylinositol biosynthetic process (GO:0006661),19269,117,99,2,0.6011209715086409,0.1215227185615868,1.0
bile acid biosynthetic process (GO:0006699),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
cellular response to unfolded protein (GO:0034620),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
clathrin-dependent endocytosis (GO:0072583),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
"nucleotide-excision repair, preincision complex assembly (GO:0006294)",19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
plasma membrane invagination (GO:0099024),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
positive regulation of immunoglobulin production (GO:0002639),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
protein localization to Golgi apparatus (GO:0034067),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
regulation of intracellular pH (GO:0051453),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
regulation of TORC1 signaling (GO:1903432),19269,26,99,1,0.13358243811303128,0.12542214283658695,1.0
DNA repair (GO:0006281),19269,243,99,3,1.2484820177487155,0.12967783973483304,1.0
glial cell differentiation (GO:0010001),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
multivesicular body assembly (GO:0036258),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
negative regulation of transferase activity (GO:0051348),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
positive regulation of mitotic cell cycle (GO:0045931),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
regulation of cellular amide metabolic process (GO:0034248),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
replication fork processing (GO:0031297),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
vitamin transport (GO:0051180),19269,27,99,1,0.13872022419430174,0.12992160798542945,1.0
DNA damage checkpoint signaling (GO:0000077),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
ion homeostasis (GO:0050801),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
multivesicular body organization (GO:0036257),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
protein ADP-ribosylation (GO:0006471),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
regulation of dendrite morphogenesis (GO:0048814),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
regulation of dendritic spine morphogenesis (GO:0061001),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
regulation of DNA recombination (GO:0000018),19269,28,99,1,0.14385801027557216,0.13439815724275433,1.0
positive regulation of response to external stimulus (GO:0032103),19269,127,99,2,0.6524988323213451,0.13876834269031751,1.0
protein localization to organelle (GO:0033365),19269,127,99,2,0.6524988323213451,0.13876834269031751,1.0
'de novo' posttranslational protein folding (GO:0051084),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
cellular response to virus (GO:0098586),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
GPI anchor biosynthetic process (GO:0006506),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
long-chain fatty acid biosynthetic process (GO:0042759),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
negative regulation of TOR signaling (GO:0032007),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
positive regulation of ubiquitin-protein transferase activity (GO:0051443),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
regulation of type I interferon-mediated signaling pathway (GO:0060338),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
synaptic vesicle cycle (GO:0099504),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
TRIF-dependent toll-like receptor signaling pathway (GO:0035666),19269,29,99,1,0.1489957963568426,0.13885190613485798,1.0
cellular response to topologically incorrect protein (GO:0035967),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
muscle cell differentiation (GO:0042692),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
MyD88-independent toll-like receptor signaling pathway (GO:0002756),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
neuron projection extension (GO:1990138),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
positive regulation of cell cycle G1/S phase transition (GO:1902808),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
positive regulation of myeloid cell differentiation (GO:0045639),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
proteoglycan biosynthetic process (GO:0030166),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
synaptic vesicle recycling (GO:0036465),19269,30,99,1,0.15413358243811304,0.14328296961160683,1.0
