Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
Influenza Viral RNA Transcription And Replication R-HSA-168273,19269,125,99,0,0.6422232601588044,1.0,1.0
Inhibition Of DNA Recombination At Telomere R-HSA-9670095,19269,19,99,0,0.09761793554413825,1.0,1.0
Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303,19269,7,99,0,0.03596450256889304,1.0,1.0
Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501,19269,11,99,0,0.05651564689397477,1.0,1.0
Initial Triggering Of Complement R-HSA-166663,19269,18,99,0,0.09248014946286781,1.0,1.0
Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,19269,18,99,0,0.09248014946286781,1.0,1.0
InlA-mediated Entry Of Listeria Monocytogenes Into Host Cells R-HSA-8876493,19269,8,99,0,0.04110228865016348,1.0,1.0
InlB-mediated Entry Of Listeria Monocytogenes Into Host Cell R-HSA-8875360,19269,14,99,0,0.07192900513778608,1.0,1.0
Inositol Phosphate Metabolism R-HSA-1483249,19269,43,99,0,0.2209248014946287,1.0,1.0
Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523,19269,16,99,0,0.08220457730032696,1.0,1.0
Insulin Processing R-HSA-264876,19269,24,99,0,0.12330686595049042,1.0,1.0
Insulin Receptor Recycling R-HSA-77387,19269,25,99,0,0.12844465203176086,1.0,1.0
Insulin Receptor Signaling Cascade R-HSA-74751,19269,51,99,0,0.26202709014479214,1.0,1.0
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359,19269,7,99,0,0.03596450256889304,1.0,1.0
Integration Of Provirus R-HSA-162592,19269,10,99,0,0.051377860812704346,1.0,1.0
Integrin Cell Surface Interactions R-HSA-216083,19269,66,99,0,0.33909388136384866,1.0,1.0
Integrin Signaling R-HSA-354192,19269,27,99,0,0.13872022419430174,1.0,1.0
Interaction With Cumulus Cells And Zona Pellucida R-HSA-2534343,19269,10,99,0,0.051377860812704346,1.0,1.0
Interactions Of Rev With Host Cellular Proteins R-HSA-177243,19269,33,99,0,0.16954694068192433,1.0,1.0
Interactions Of Vpr With Host Cellular Proteins R-HSA-176033,19269,32,99,0,0.16440915460065392,1.0,1.0
Interferon Gamma Signaling R-HSA-877300,19269,83,99,0,0.42643624474544606,1.0,1.0
Interleukin Receptor SHC Signaling R-HSA-912526,19269,24,99,0,0.12330686595049042,1.0,1.0
Interleukin-1 Processing R-HSA-448706,19269,9,99,0,0.046240074731433906,1.0,1.0
Interleukin-10 Signaling R-HSA-6783783,19269,40,99,0,0.20551144325081738,1.0,1.0
Interleukin-12 Family Signaling R-HSA-447115,19269,49,99,0,0.25175151798225126,1.0,1.0
Interleukin-12 Signaling R-HSA-9020591,19269,39,99,0,0.20037365716954694,1.0,1.0
Interleukin-15 Signaling R-HSA-8983432,19269,13,99,0,0.06679121905651564,1.0,1.0
Interleukin-18 Signaling R-HSA-9012546,19269,7,99,0,0.03596450256889304,1.0,1.0
Interleukin-2 Family Signaling R-HSA-451927,19269,40,99,0,0.20551144325081738,1.0,1.0
Interleukin-2 Signaling R-HSA-9020558,19269,11,99,0,0.05651564689397477,1.0,1.0
Interleukin-20 Family Signaling R-HSA-8854691,19269,22,99,0,0.11303129378794954,1.0,1.0
Interleukin-21 Signaling R-HSA-9020958,19269,9,99,0,0.046240074731433906,1.0,1.0
Interleukin-23 Signaling R-HSA-9020933,19269,9,99,0,0.046240074731433906,1.0,1.0
Interleukin-27 Signaling R-HSA-9020956,19269,11,99,0,0.05651564689397477,1.0,1.0
"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",19269,41,99,0,0.2106492293320878,1.0,1.0
Interleukin-35 Signaling R-HSA-8984722,19269,12,99,0,0.06165343297524521,1.0,1.0
Interleukin-36 Pathway R-HSA-9014826,19269,3,99,0,0.015413358243811303,1.0,1.0
Interleukin-37 Signaling R-HSA-9008059,19269,19,99,0,0.09761793554413825,1.0,1.0
Interleukin-6 Family Signaling R-HSA-6783589,19269,24,99,0,0.12330686595049042,1.0,1.0
Interleukin-6 Signaling R-HSA-1059683,19269,11,99,0,0.05651564689397477,1.0,1.0
Interleukin-7 Signaling R-HSA-1266695,19269,21,99,0,0.10789350770667912,1.0,1.0
Interleukin-9 Signaling R-HSA-8985947,19269,7,99,0,0.03596450256889304,1.0,1.0
Intestinal Absorption R-HSA-8963676,19269,5,99,0,0.025688930406352173,1.0,1.0
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,19269,172,99,0,0.8836992059785148,1.0,1.0
Intra-Golgi Traffic R-HSA-6811438,19269,38,99,0,0.1952358710882765,1.0,1.0
Intraflagellar Transport R-HSA-5620924,19269,32,99,0,0.16440915460065392,1.0,1.0
Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837,19269,19,99,0,0.09761793554413825,1.0,1.0
Ion Channel Transport R-HSA-983712,19269,152,99,0,0.780943484353106,1.0,1.0
Ion Homeostasis R-HSA-5578775,19269,47,99,0,0.24147594581971044,1.0,1.0
Ion Transport By P-type ATPases R-HSA-936837,19269,48,99,0,0.24661373190098085,1.0,1.0
Iron Uptake And Transport R-HSA-917937,19269,57,99,0,0.2928538066324148,1.0,1.0
JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,19269,13,99,0,0.06679121905651564,1.0,1.0
Josephin Domain DUBs R-HSA-5689877,19269,10,99,0,0.051377860812704346,1.0,1.0
KSRP (KHSRP) Binds And Destabilizes mRNA R-HSA-450604,19269,17,99,0,0.08734236338159738,1.0,1.0
Keratan Sulfate Biosynthesis R-HSA-2022854,19269,27,99,0,0.13872022419430174,1.0,1.0
Keratan Sulfate Degradation R-HSA-2022857,19269,12,99,0,0.06165343297524521,1.0,1.0
Keratan Sulfate/Keratin Metabolism R-HSA-1638074,19269,32,99,0,0.16440915460065392,1.0,1.0
Keratinization R-HSA-6805567,19269,170,99,0,0.8734236338159738,1.0,1.0
Ketone Body Metabolism R-HSA-74182,19269,9,99,0,0.046240074731433906,1.0,1.0
Killing Mechanisms R-HSA-9664420,19269,10,99,0,0.051377860812704346,1.0,1.0
Kinesins R-HSA-983189,19269,41,99,0,0.2106492293320878,1.0,1.0
LDL Clearance R-HSA-8964038,19269,18,99,0,0.09248014946286781,1.0,1.0
LDL Remodeling R-HSA-8964041,19269,6,99,0,0.030826716487622606,1.0,1.0
LGI-ADAM Interactions R-HSA-5682910,19269,14,99,0,0.07192900513778608,1.0,1.0
LRR FLII-interacting Protein 1 (LRRFIP1) Activates Type I IFN Production R-HSA-3134973,19269,5,99,0,0.025688930406352173,1.0,1.0
LTC4-CYSLTR Mediated IL4 Production R-HSA-9664535,19269,6,99,0,0.030826716487622606,1.0,1.0
Laminin Interactions R-HSA-3000157,19269,22,99,0,0.11303129378794954,1.0,1.0
Late Phase Of HIV Life Cycle R-HSA-162599,19269,116,99,0,0.5959831854273704,1.0,1.0
Late SARS-CoV-2 Infection Events R-HSA-9772573,19269,56,99,0,0.2877160205511443,1.0,1.0
Late Endosomal Microautophagy R-HSA-9615710,19269,27,99,0,0.13872022419430174,1.0,1.0
Leading Strand Synthesis R-HSA-69109,19269,13,99,0,0.06679121905651564,1.0,1.0
Lectin Pathway Of Complement Activation R-HSA-166662,19269,8,99,0,0.04110228865016348,1.0,1.0
Leukotriene Receptors R-HSA-391906,19269,4,99,0,0.02055114432508174,1.0,1.0
Lewis Blood Group Biosynthesis R-HSA-9037629,19269,18,99,0,0.09248014946286781,1.0,1.0
Ligand-receptor Interactions R-HSA-5632681,19269,8,99,0,0.04110228865016348,1.0,1.0
Linoleic Acid (LA) Metabolism R-HSA-2046105,19269,7,99,0,0.03596450256889304,1.0,1.0
Lipid Particle Organization R-HSA-8964572,19269,5,99,0,0.025688930406352173,1.0,1.0
Lipophagy R-HSA-9613354,19269,9,99,0,0.046240074731433906,1.0,1.0
Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,19269,18,99,0,0.09248014946286781,1.0,1.0
Long-term Potentiation R-HSA-9620244,19269,23,99,0,0.11816907986922,1.0,1.0
Loss Of Function Of SMAD2/3 In Cancer R-HSA-3304349,19269,7,99,0,0.03596450256889304,1.0,1.0
Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534,19269,7,99,0,0.03596450256889304,1.0,1.0
Loss Of MECP2 Binding Ability To NCoR/SMRT Complex R-HSA-9022537,19269,5,99,0,0.025688930406352173,1.0,1.0
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,19269,59,99,0,0.3031293787949556,1.0,1.0
Lysine Catabolism R-HSA-71064,19269,10,99,0,0.051377860812704346,1.0,1.0
Lysosome Vesicle Biogenesis R-HSA-432720,19269,32,99,0,0.16440915460065392,1.0,1.0
Lysosphingolipid And LPA Receptors R-HSA-419408,19269,9,99,0,0.046240074731433906,1.0,1.0
MAP2K And MAPK Activation R-HSA-5674135,19269,32,99,0,0.16440915460065392,1.0,1.0
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,19269,29,99,0,0.1489957963568426,1.0,1.0
MAPK1 (ERK2) Activation R-HSA-112411,19269,9,99,0,0.046240074731433906,1.0,1.0
MAPK3 (ERK1) Activation R-HSA-110056,19269,10,99,0,0.051377860812704346,1.0,1.0
MASTL Facilitates Mitotic Progression R-HSA-2465910,19269,10,99,0,0.051377860812704346,1.0,1.0
MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699,19269,17,99,0,0.08734236338159738,1.0,1.0
MECP2 Regulates Transcription Factors R-HSA-9022707,19269,3,99,0,0.015413358243811303,1.0,1.0
MECP2 Regulates Transcription Of Neuronal Ligands R-HSA-9022702,19269,6,99,0,0.030826716487622606,1.0,1.0
MET Receptor Activation R-HSA-6806942,19269,6,99,0,0.030826716487622606,1.0,1.0
MET Activates PI3K/AKT Signaling R-HSA-8851907,19269,6,99,0,0.030826716487622606,1.0,1.0
MET Activates PTK2 Signaling R-HSA-8874081,19269,17,99,0,0.08734236338159738,1.0,1.0
MET Activates PTPN11 R-HSA-8865999,19269,5,99,0,0.025688930406352173,1.0,1.0
MET Activates RAP1 And RAC1 R-HSA-8875555,19269,11,99,0,0.05651564689397477,1.0,1.0
MET Activates RAS Signaling R-HSA-8851805,19269,9,99,0,0.046240074731433906,1.0,1.0
MET Interacts With TNS Proteins R-HSA-8875513,19269,5,99,0,0.025688930406352173,1.0,1.0
MET Promotes Cell Motility R-HSA-8875878,19269,28,99,0,0.14385801027557216,1.0,1.0
MET Receptor Recycling R-HSA-8875656,19269,9,99,0,0.046240074731433906,1.0,1.0
MHC Class II Antigen Presentation R-HSA-2132295,19269,98,99,0,0.5035030359645025,1.0,1.0
Macroautophagy R-HSA-1632852,19269,96,99,0,0.4932274638019617,1.0,1.0
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,19269,164,99,0,0.8425969173283512,1.0,1.0
Maturation Of Nucleoprotein R-HSA-9683610,19269,12,99,0,0.06165343297524521,1.0,1.0
Maturation Of Protein 3A R-HSA-9683673,19269,9,99,0,0.046240074731433906,1.0,1.0
Maturation Of Spike Protein R-HSA-9683686,19269,5,99,0,0.025688930406352173,1.0,1.0
Meiosis R-HSA-1500620,19269,50,99,0,0.25688930406352173,1.0,1.0
Meiotic Recombination R-HSA-912446,19269,24,99,0,0.12330686595049042,1.0,1.0
Meiotic Synapsis R-HSA-1221632,19269,27,99,0,0.13872022419430174,1.0,1.0
Melanin Biosynthesis R-HSA-5662702,19269,5,99,0,0.025688930406352173,1.0,1.0
Membrane Binding And Targetting Of GAG Proteins R-HSA-174490,19269,13,99,0,0.06679121905651564,1.0,1.0
Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029,19269,31,99,0,0.15927136851938345,1.0,1.0
Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377,19269,14,99,0,0.07192900513778608,1.0,1.0
Metabolism Of Amine-Derived Hormones R-HSA-209776,19269,17,99,0,0.08734236338159738,1.0,1.0
Metabolism Of Cofactors R-HSA-8978934,19269,19,99,0,0.09761793554413825,1.0,1.0
Metabolism Of Folate And Pterines R-HSA-196757,19269,15,99,0,0.07706679121905652,1.0,1.0
"Metabolism Of Ingested SeMet, Sec, MeSec Into H2Se R-HSA-2408508",19269,7,99,0,0.03596450256889304,1.0,1.0
Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131,19269,15,99,0,0.07706679121905652,1.0,1.0
Metabolism Of Non-Coding RNA R-HSA-194441,19269,45,99,0,0.23120037365716953,1.0,1.0
Metabolism Of Porphyrins R-HSA-189445,19269,26,99,0,0.13358243811303128,1.0,1.0
Metabolism Of Steroid Hormones R-HSA-196071,19269,30,99,0,0.15413358243811304,1.0,1.0
Metal Ion SLC Transporters R-HSA-425410,19269,25,99,0,0.12844465203176086,1.0,1.0
Metal Sequestration By Antimicrobial Proteins R-HSA-6799990,19269,5,99,0,0.025688930406352173,1.0,1.0
Metalloprotease DUBs R-HSA-5689901,19269,15,99,0,0.07706679121905652,1.0,1.0
Metallothioneins Bind Metals R-HSA-5661231,19269,11,99,0,0.05651564689397477,1.0,1.0
Methionine Salvage Pathway R-HSA-1237112,19269,6,99,0,0.030826716487622606,1.0,1.0
Methylation R-HSA-156581,19269,14,99,0,0.07192900513778608,1.0,1.0
MicroRNA (miRNA) Biogenesis R-HSA-203927,19269,19,99,0,0.09761793554413825,1.0,1.0
Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347,19269,6,99,0,0.030826716487622606,1.0,1.0
Mineralocorticoid Biosynthesis R-HSA-193993,19269,5,99,0,0.025688930406352173,1.0,1.0
Miro GTPase Cycle R-HSA-9715370,19269,8,99,0,0.04110228865016348,1.0,1.0
Miscellaneous Substrates R-HSA-211958,19269,9,99,0,0.046240074731433906,1.0,1.0
Miscellaneous Transport And Binding Events R-HSA-5223345,19269,20,99,0,0.10275572162540869,1.0,1.0
Mitochondrial Uncoupling R-HSA-166187,19269,5,99,0,0.025688930406352173,1.0,1.0
Mitochondrial Calcium Ion Transport R-HSA-8949215,19269,13,99,0,0.06679121905651564,1.0,1.0
Mitochondrial Iron-Sulfur Cluster Biogenesis R-HSA-1362409,19269,12,99,0,0.06165343297524521,1.0,1.0
Mitochondrial Protein Import R-HSA-1268020,19269,48,99,0,0.24661373190098085,1.0,1.0
Mitochondrial tRNA Aminoacylation R-HSA-379726,19269,18,99,0,0.09248014946286781,1.0,1.0
Mitophagy R-HSA-5205647,19269,24,99,0,0.12330686595049042,1.0,1.0
Mitotic Prometaphase R-HSA-68877,19269,159,99,0,0.816907986921999,1.0,1.0
Mitotic Telophase/Cytokinesis R-HSA-68884,19269,9,99,0,0.046240074731433906,1.0,1.0
Modulation By Mtb Of Host Immune System R-HSA-9637628,19269,6,99,0,0.030826716487622606,1.0,1.0
Molecules Associated With Elastic Fibres R-HSA-2129379,19269,28,99,0,0.14385801027557216,1.0,1.0
Molybdenum Cofactor Biosynthesis R-HSA-947581,19269,6,99,0,0.030826716487622606,1.0,1.0
Mucopolysaccharidoses R-HSA-2206281,19269,10,99,0,0.051377860812704346,1.0,1.0
Multifunctional Anion Exchangers R-HSA-427601,19269,9,99,0,0.046240074731433906,1.0,1.0
Muscarinic Acetylcholine Receptors R-HSA-390648,19269,5,99,0,0.025688930406352173,1.0,1.0
Muscle Contraction R-HSA-397014,19269,185,99,0,0.9504904250350303,1.0,1.0
MyD88 Deficiency (TLR2/4) R-HSA-5602498,19269,16,99,0,0.08220457730032696,1.0,1.0
Myoclonic Epilepsy Of Lafora R-HSA-3785653,19269,8,99,0,0.04110228865016348,1.0,1.0
Myogenesis R-HSA-525793,19269,29,99,0,0.1489957963568426,1.0,1.0
N-Glycan Antennae Elongation R-HSA-975577,19269,15,99,0,0.07706679121905652,1.0,1.0
N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576,19269,26,99,0,0.13358243811303128,1.0,1.0
N-glycan Trimming And Elongation In cis-Golgi R-HSA-964739,19269,5,99,0,0.025688930406352173,1.0,1.0
N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668,19269,34,99,0,0.17468472676319477,1.0,1.0
NADE Modulates Death Signaling R-HSA-205025,19269,5,99,0,0.025688930406352173,1.0,1.0
NCAM Signaling For Neurite Out-Growth R-HSA-375165,19269,55,99,0,0.2825782344698739,1.0,1.0
NCAM1 Interactions R-HSA-419037,19269,35,99,0,0.1798225128444652,1.0,1.0
NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,19269,30,99,0,0.15413358243811304,1.0,1.0
NGF-independant TRKA Activation R-HSA-187024,19269,5,99,0,0.025688930406352173,1.0,1.0
NOSTRIN Mediated eNOS Trafficking R-HSA-203641,19269,5,99,0,0.025688930406352173,1.0,1.0
NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,19269,43,99,0,0.2209248014946287,1.0,1.0
NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096,19269,20,99,0,0.10275572162540869,1.0,1.0
NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563,19269,10,99,0,0.051377860812704346,1.0,1.0
NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,19269,24,99,0,0.12330686595049042,1.0,1.0
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508,19269,23,99,0,0.11816907986922,1.0,1.0
NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700,19269,11,99,0,0.05651564689397477,1.0,1.0
NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695,19269,18,99,0,0.09248014946286781,1.0,1.0
NR1H2 And NR1H3 Regulate Gene Expression Linked To Gluconeogenesis R-HSA-9632974,19269,5,99,0,0.025688930406352173,1.0,1.0
NR1H2 And NR1H3 Regulate Gene Expression Linked To Lipogenesis R-HSA-9029558,19269,9,99,0,0.046240074731433906,1.0,1.0
NR1H2 And NR1H3 Regulate Gene Expression Linked To Triglyceride Lipolysis In Adipose R-HSA-9031528,19269,5,99,0,0.025688930406352173,1.0,1.0
NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433,19269,9,99,0,0.046240074731433906,1.0,1.0
NR1H2 And NR1H3 Regulate Gene Expression To Limit Cholesterol Uptake R-HSA-9031525,19269,5,99,0,0.025688930406352173,1.0,1.0
NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,19269,41,99,0,0.2106492293320878,1.0,1.0
NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,19269,31,99,0,0.15927136851938345,1.0,1.0
NRAGE Signals Death Thru JNK R-HSA-193648,19269,43,99,0,0.2209248014946287,1.0,1.0
NRIF Signals Cell Death From Nucleus R-HSA-205043,19269,16,99,0,0.08220457730032696,1.0,1.0
Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660,19269,18,99,0,0.09248014946286781,1.0,1.0
Nectin/Necl Trans Heterodimerization R-HSA-420597,19269,3,99,0,0.015413358243811303,1.0,1.0
Nef Mediated CD4 Down-regulation R-HSA-167590,19269,8,99,0,0.04110228865016348,1.0,1.0
Nef Mediated CD8 Down-regulation R-HSA-182218,19269,7,99,0,0.03596450256889304,1.0,1.0
Nef And Signal Transduction R-HSA-164944,19269,8,99,0,0.04110228865016348,1.0,1.0
Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940,19269,9,99,0,0.046240074731433906,1.0,1.0
Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938,19269,19,99,0,0.09761793554413825,1.0,1.0
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941,19269,43,99,0,0.2209248014946287,1.0,1.0
Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499,19269,6,99,0,0.030826716487622606,1.0,1.0
Negative Regulation Of FGFR1 Signaling R-HSA-5654726,19269,31,99,0,0.15927136851938345,1.0,1.0
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,19269,32,99,0,0.16440915460065392,1.0,1.0
Negative Regulation Of FGFR3 Signaling R-HSA-5654732,19269,27,99,0,0.13872022419430174,1.0,1.0
Negative Regulation Of FGFR4 Signaling R-HSA-5654733,19269,29,99,0,0.1489957963568426,1.0,1.0
Negative Regulation Of FLT3 R-HSA-9706369,19269,15,99,0,0.07706679121905652,1.0,1.0
Negative Regulation Of MAPK Pathway R-HSA-5675221,19269,39,99,0,0.20037365716954694,1.0,1.0
Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,19269,21,99,0,0.10789350770667912,1.0,1.0
Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470,19269,15,99,0,0.07706679121905652,1.0,1.0
Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904,19269,10,99,0,0.051377860812704346,1.0,1.0
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440,19269,33,99,0,0.16954694068192433,1.0,1.0
Nephrin Family Interactions R-HSA-373753,19269,20,99,0,0.10275572162540869,1.0,1.0
Netrin Mediated Repulsion Signals R-HSA-418886,19269,8,99,0,0.04110228865016348,1.0,1.0
Netrin-1 Signaling R-HSA-373752,19269,47,99,0,0.24147594581971044,1.0,1.0
Neurofascin Interactions R-HSA-447043,19269,6,99,0,0.030826716487622606,1.0,1.0
Neurotoxicity Of Clostridium Toxins R-HSA-168799,19269,10,99,0,0.051377860812704346,1.0,1.0
Neurotransmitter Clearance R-HSA-112311,19269,9,99,0,0.046240074731433906,1.0,1.0
Neurotransmitter Release Cycle R-HSA-112310,19269,46,99,0,0.23633815973844,1.0,1.0
Nicotinamide Salvaging R-HSA-197264,19269,16,99,0,0.08220457730032696,1.0,1.0
Nicotinate Metabolism R-HSA-196807,19269,25,99,0,0.12844465203176086,1.0,1.0
Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,19269,18,99,0,0.09248014946286781,1.0,1.0
NoRC Negatively Regulates rRNA Expression R-HSA-427413,19269,41,99,0,0.2106492293320878,1.0,1.0
Non-integrin membrane-ECM Interactions R-HSA-3000171,19269,38,99,0,0.1952358710882765,1.0,1.0
Noncanonical Activation Of NOTCH3 R-HSA-9017802,19269,8,99,0,0.04110228865016348,1.0,1.0
Nonhomologous End-Joining (NHEJ) R-HSA-5693571,19269,26,99,0,0.13358243811303128,1.0,1.0
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,19269,101,99,0,0.5189163942083138,1.0,1.0
Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,19269,85,99,0,0.4367118169079869,1.0,1.0
Norepinephrine Neurotransmitter Release Cycle R-HSA-181430,19269,16,99,0,0.08220457730032696,1.0,1.0
Notch-HLH Transcription Pathway R-HSA-350054,19269,24,99,0,0.12330686595049042,1.0,1.0
NrCAM Interactions R-HSA-447038,19269,7,99,0,0.03596450256889304,1.0,1.0
Nuclear Envelope (NE) Reassembly R-HSA-2995410,19269,64,99,0,0.32881830920130783,1.0,1.0
Nuclear Envelope Breakdown R-HSA-2980766,19269,46,99,0,0.23633815973844,1.0,1.0
Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854,19269,32,99,0,0.16440915460065392,1.0,1.0
Nuclear Receptor Transcription Pathway R-HSA-383280,19269,51,99,0,0.26202709014479214,1.0,1.0
Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,19269,18,99,0,0.09248014946286781,1.0,1.0
Nuclear Import Of Rev Protein R-HSA-180746,19269,30,99,0,0.15413358243811304,1.0,1.0
Nuclear Signaling By ERBB4 R-HSA-1251985,19269,31,99,0,0.15927136851938345,1.0,1.0
Nucleotide Biosynthesis R-HSA-8956320,19269,10,99,0,0.051377860812704346,1.0,1.0
Nucleotide Catabolism R-HSA-8956319,19269,31,99,0,0.15927136851938345,1.0,1.0
Nucleotide Salvage R-HSA-8956321,19269,21,99,0,0.10789350770667912,1.0,1.0
Nucleotide-like (Purinergic) Receptors R-HSA-418038,19269,13,99,0,0.06679121905651564,1.0,1.0
O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,19269,35,99,0,0.1798225128444652,1.0,1.0
Oncogene Induced Senescence R-HSA-2559585,19269,30,99,0,0.15413358243811304,1.0,1.0
Oncogenic MAPK Signaling R-HSA-6802957,19269,72,99,0,0.36992059785147124,1.0,1.0
Opsins R-HSA-419771,19269,7,99,0,0.03596450256889304,1.0,1.0
Orexin And Neuropeptides FF And QRFP Bind To Their Respective Receptors R-HSA-389397,19269,8,99,0,0.04110228865016348,1.0,1.0
Organic Anion Transport R-HSA-561048,19269,5,99,0,0.025688930406352173,1.0,1.0
Organic Anion Transporters R-HSA-428643,19269,10,99,0,0.051377860812704346,1.0,1.0
Organic Cation Transport R-HSA-549127,19269,10,99,0,0.051377860812704346,1.0,1.0
Organic Cation/Anion/Zwitterion Transport R-HSA-549132,19269,15,99,0,0.07706679121905652,1.0,1.0
Other Interleukin Signaling R-HSA-449836,19269,22,99,0,0.11303129378794954,1.0,1.0
Other Semaphorin Interactions R-HSA-416700,19269,18,99,0,0.09248014946286781,1.0,1.0
Ovarian Tumor Domain Proteases R-HSA-5689896,19269,35,99,0,0.1798225128444652,1.0,1.0
Oxidative Stress Induced Senescence R-HSA-2559580,19269,58,99,0,0.2979915927136852,1.0,1.0
P2Y Receptors R-HSA-417957,19269,9,99,0,0.046240074731433906,1.0,1.0
PD-1 Signaling R-HSA-389948,19269,18,99,0,0.09248014946286781,1.0,1.0
PECAM1 Interactions R-HSA-210990,19269,12,99,0,0.06165343297524521,1.0,1.0
PERK Regulates Gene Expression R-HSA-381042,19269,30,99,0,0.15413358243811304,1.0,1.0
PI-3K cascade:FGFR1 R-HSA-5654689,19269,20,99,0,0.10275572162540869,1.0,1.0
PI-3K cascade:FGFR2 R-HSA-5654695,19269,21,99,0,0.10789350770667912,1.0,1.0
PI-3K cascade:FGFR3 R-HSA-5654710,19269,16,99,0,0.08220457730032696,1.0,1.0
PI-3K cascade:FGFR4 R-HSA-5654720,19269,18,99,0,0.09248014946286781,1.0,1.0
PI3K Cascade R-HSA-109704,19269,42,99,0,0.21578701541335824,1.0,1.0
PI3K Events In ERBB2 Signaling R-HSA-1963642,19269,16,99,0,0.08220457730032696,1.0,1.0
PI3K Events In ERBB4 Signaling R-HSA-1250342,19269,10,99,0,0.051377860812704346,1.0,1.0
PI3K/AKT Signaling In Cancer R-HSA-2219528,19269,100,99,0,0.5137786081270435,1.0,1.0
PI3K/AKT Activation R-HSA-198203,19269,9,99,0,0.046240074731433906,1.0,1.0
PI5P Regulates TP53 Acetylation R-HSA-6811555,19269,8,99,0,0.04110228865016348,1.0,1.0
PINK1-PRKN Mediated Mitophagy R-HSA-5205685,19269,19,99,0,0.09761793554413825,1.0,1.0
PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884,19269,28,99,0,0.14385801027557216,1.0,1.0
PKA Activation R-HSA-163615,19269,17,99,0,0.08734236338159738,1.0,1.0
PKA Activation In Glucagon Signaling R-HSA-164378,19269,16,99,0,0.08220457730032696,1.0,1.0
PKA-mediated Phosphorylation Of CREB R-HSA-111931,19269,18,99,0,0.09248014946286781,1.0,1.0
PKA-mediated Phosphorylation Of Key Metabolic Factors R-HSA-163358,19269,4,99,0,0.02055114432508174,1.0,1.0
PKMTs Methylate Histone Lysines R-HSA-3214841,19269,32,99,0,0.16440915460065392,1.0,1.0
"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247",19269,10,99,0,0.051377860812704346,1.0,1.0
